"energielabel"	"VL"	"DS"	"DP"	"MS"	"MG"	"DR"	"PL"	"RO"	"RB"	"freq"	"count"
"E"	"N2"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N0"	0.00049	1
"E"	"N2"		"N0"	"N2"		"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"	"N2"		"N0"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N2"		"N0"	"N2"		"N1"	"N2"	"N2"	"N1"	0.00049	1
"E"	"N2"		"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N2"		"N2"	"N2"		"N1"		"N2"	"N1"	0.00049	1
"E"	"N2"			"N2"		"N1"	"N0"	"N0"	"N0"	0.00049	1
"E"	"N2"			"N2"		"N1"	"N1"	"N1"	"N2"	0.00049	1
"E"	"N2"			"N2"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N2"			"N2"		"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"	"N2"			"N2"		"N1"		"N2"		0.00049	1
"E"		"N0"	"N0"			"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"		"N0"				"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"		"N0"				"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"		"N0"				"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"		"N0"				"N1"	"N2"	"N2"	"N1"	0.00049	1
"E"		"N0"				"N1"		"N2"	"N2"	0.00049	1
"E"		"N1"				"N1"	"N0"	"N0"	"N0"	0.00049	1
"E"		"N2"				"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"		"N2"				"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"		"N2"				"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"		"N2"				"N1"		"N2"	"N2"	0.00049	1
"E"			"N0"			"N1"	"N0"	"N2"	"N0"	0.00049	1
"E"			"N0"			"N1"	"N2"	"N1"	"N0"	0.00049	1
"E"			"N0"			"N1"	"N2"	"N1"	"N1"	0.00049	1
"E"			"N0"			"N1"	"N2"	"N2"	"N2"	0.00049	1
"E"			"N0"			"N1"	"N2"	"N2"		0.00049	1
"E"			"N0"			"N1"		"N0"	"N0"	0.00049	1
"E"			"N2"			"N1"	"N0"	"N2"	"N0"	0.00049	1
"E"			"N2"			"N1"	"N0"	"N2"		0.00049	1
"E"			"N2"			"N1"	"N1"	"N0"	"N0"	0.00049	1
"E"			"N2"			"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"			"N2"			"N1"	"N2"	"N0"	"N0"	0.00049	1
"E"			"N2"			"N1"	"N2"	"N1"	"N2"	0.00049	1
"E"			"N2"			"N1"	"N2"	"N2"	"N1"	0.00049	1
"E"			"N2"			"N1"		"N1"	"N1"	0.00049	1
"E"						"N1"	"N0"	"N1"		0.00049	1
"E"						"N1"	"N2"	"N2"		0.00049	1
"E"						"N1"		"N0"	"N1"	0.00049	1
"E"						"N1"		"N1"	"N1"	0.00049	1
"E"						"N1"		"N2"		0.00049	1
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00098	2
"E"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00098	2
"E"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00098	2
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N2"	0.00098	2
"E"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00098	2
"E"	"N0"	"N1"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00098	2
"E"	"N0"	"N1"	"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00098	2
"E"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N1"	0.00098	2
"E"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N2"	0.00098	2
"E"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N1"	0.00098	2
"E"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00098	2
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00098	2
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00098	2
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N1"	0.00098	2
"E"	"N0"	"N2"		"N0"		"N1"	"N1"	"N1"	"N1"	0.00098	2
"E"	"N0"	"N2"		"N0"		"N1"		"N2"	"N2"	0.00098	2
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00098	2
"E"	"N0"		"N0"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00098	2
"E"	"N0"		"N0"	"N0"		"N1"		"N2"	"N1"	0.00098	2
"E"	"N0"		"N0"	"N0"		"N1"		"N2"	"N2"	0.00098	2
"E"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00098	2
"E"	"N0"			"N0"		"N1"	"N2"	"N1"	"N1"	0.00098	2
"E"	"N0"			"N0"		"N1"		"N1"	"N0"	0.00098	2
"E"	"N0"			"N0"		"N1"		"N1"	"N1"	0.00098	2
"E"	"N0"			"N0"		"N1"		"N2"	"N1"	0.00098	2
"E"	"N0"			"N0"		"N1"		"N2"	"N2"	0.00098	2
"E"	"N1"	"N0"		"N1"		"N1"	"N0"	"N2"	"N2"	0.00098	2
"E"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00098	2
"E"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N2"	0.00098	2
"E"	"N2"		"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.00098	2
"E"	"N2"			"N2"		"N1"	"N0"	"N1"	"N1"	0.00098	2
"E"	"N2"			"N2"		"N1"	"N0"	"N2"	"N1"	0.00098	2
"E"		"N0"				"N1"	"N0"	"N2"	"N2"	0.00098	2
"E"		"N2"				"N1"	"N2"	"N2"	"N1"	0.00098	2
"E"			"N0"			"N1"	"N0"	"N0"	"N1"	0.00098	2
"E"			"N0"			"N1"	"N0"	"N1"	"N2"	0.00098	2
"E"			"N0"			"N1"	"N1"	"N1"	"N0"	0.00098	2
"E"			"N0"			"N1"	"N1"	"N1"	"N1"	0.00098	2
"E"			"N0"			"N1"	"N1"	"N1"	"N2"	0.00098	2
"E"			"N0"			"N1"	"N1"	"N2"	"N0"	0.00098	2
"E"			"N0"			"N1"	"N1"	"N2"	"N1"	0.00098	2
"E"			"N0"			"N1"	"N2"	"N2"	"N1"	0.00098	2
"E"			"N2"			"N1"	"N2"	"N1"	"N1"	0.00098	2
"E"						"N1"	"N0"	"N0"		0.00098	2
"E"						"N1"	"N1"	"N0"	"N2"	0.00098	2
"E"						"N1"	"N1"	"N1"	"N2"	0.00098	2
"E"						"N1"	"N2"	"N1"	"N2"	0.00098	2
"E"						"N1"		"N1"	"N0"	0.00098	2
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00146	3
"E"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00146	3
"E"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00146	3
"E"	"N0"	"N0"		"N0"		"N1"		"N0"	"N0"	0.00146	3
"E"	"N0"	"N0"		"N0"		"N1"		"N2"	"N1"	0.00146	3
"E"	"N0"	"N1"		"N0"		"N1"	"N0"	"N1"	"N0"	0.00146	3
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00146	3
"E"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N1"	0.00146	3
"E"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00146	3
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00146	3
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00146	3
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00146	3
"E"	"N0"			"N0"		"N1"	"N1"	"N1"	"N2"	0.00146	3
"E"	"N2"	"N2"		"N2"		"N1"	"N0"	"N1"	"N1"	0.00146	3
"E"	"N2"		"N2"	"N2"		"N1"	"N1"	"N2"	"N2"	0.00146	3
"E"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.00146	3
"E"	"N2"			"N2"		"N1"	"N0"	"N2"	"N2"	0.00146	3
"E"		"N0"				"N1"	"N0"	"N1"	"N0"	0.00146	3
"E"		"N0"				"N1"	"N1"	"N2"	"N2"	0.00146	3
"E"		"N2"				"N1"	"N0"	"N1"	"N1"	0.00146	3
"E"			"N0"			"N1"	"N1"	"N0"	"N0"	0.00146	3
"E"			"N2"			"N1"	"N1"	"N1"	"N1"	0.00146	3
"E"			"N2"			"N1"	"N1"	"N1"	"N2"	0.00146	3
"E"						"N1"	"N0"	"N0"	"N2"	0.00146	3
"E"						"N1"	"N1"	"N2"	"N0"	0.00146	3
"E"						"N1"	"N2"	"N0"	"N0"	0.00146	3
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00195	4
"E"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00195	4
"E"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00195	4
"E"	"N0"	"N0"		"N0"		"N1"	"N1"	"N0"	"N0"	0.00195	4
"E"	"N0"	"N0"		"N0"		"N1"		"N1"	"N0"	0.00195	4
"E"	"N0"	"N1"		"N0"		"N1"	"N0"	"N0"	"N0"	0.00195	4
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00195	4
"E"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00195	4
"E"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N2"	0.00195	4
"E"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00195	4
"E"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00195	4
"E"	"N0"			"N0"		"N1"	"N0"	"N0"	"N1"	0.00195	4
"E"	"N2"	"N0"		"N2"		"N1"	"N0"	"N0"	"N0"	0.00195	4
"E"						"N1"		"N2"	"N2"	0.00195	4
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00244	5
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00244	5
"E"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N0"	0.00244	5
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00244	5
"E"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00244	5
"E"	"N0"		"N0"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00244	5
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00244	5
"E"	"N0"		"N2"	"N0"		"N1"		"N2"	"N2"	0.00244	5
"E"	"N0"			"N0"		"N1"	"N0"	"N1"	"N2"	0.00244	5
"E"	"N0"			"N0"		"N1"	"N1"	"N0"	"N0"	0.00244	5
"E"	"N0"			"N0"		"N1"	"N2"	"N0"	"N0"	0.00244	5
"E"	"N0"			"N0"		"N1"	"N2"	"N2"	"N1"	0.00244	5
"E"		"N0"				"N1"	"N0"	"N0"	"N0"	0.00244	5
"E"						"N1"	"N0"	"N0"	"N1"	0.00244	5
"E"						"N1"		"N0"	"N0"	0.00244	5
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N1"	0.00293	6
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00293	6
"E"	"N0"		"N0"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00293	6
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00293	6
"E"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00293	6
"E"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00293	6
"E"			"N2"			"N1"	"N1"	"N1"	"N0"	0.00293	6
"E"						"N1"	"N0"	"N2"		0.00293	6
"E"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N1"	0.00342	7
"E"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00342	7
"E"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N2"	0.00342	7
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N0"	0.00391	8
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00391	8
"E"	"N0"			"N0"		"N1"	"N1"	"N2"	"N1"	0.00391	8
"E"						"N1"	"N2"	"N1"	"N1"	0.00391	8
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00439	9
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N0"	0.00439	9
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N2"	0.00439	9
"E"	"N0"			"N0"		"N1"	"N1"	"N1"	"N1"	0.00439	9
"E"			"N2"			"N1"	"N0"	"N2"	"N1"	0.00439	9
"E"			"N2"			"N1"	"N2"	"N2"	"N2"	0.00439	9
"E"						"N1"	"N2"	"N1"	"N0"	0.00439	9
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00488	10
"E"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00488	10
"E"	"N0"			"N0"		"N1"	"N2"	"N2"	"N2"	0.00488	10
"E"						"N1"	"N2"	"N2"	"N1"	0.00488	10
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N0"	0.00537	11
"E"	"N0"			"N0"		"N1"	"N0"	"N2"	"N0"	0.00537	11
"E"			"N0"			"N1"	"N0"	"N1"	"N0"	0.00537	11
"E"			"N2"			"N1"	"N0"	"N1"	"N0"	0.00537	11
"E"						"N1"	"N0"	"N2"	"N0"	0.00537	11
"E"			"N2"			"N1"	"N0"	"N1"	"N1"	0.00586	12
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N1"	0.00635	13
"E"	"N0"			"N0"		"N1"	"N1"	"N1"	"N0"	0.00635	13
"E"			"N0"			"N1"	"N0"	"N1"	"N1"	0.00635	13
"E"			"N0"			"N1"	"N0"	"N2"	"N1"	0.00635	13
"E"			"N2"			"N1"	"N1"	"N2"	"N1"	0.00635	13
"E"			"N0"			"N1"	"N0"	"N2"	"N2"	0.00684	14
"E"						"N1"	"N1"	"N1"	"N0"	0.00684	14
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N2"	0.00781	16
"E"			"N2"			"N1"	"N0"	"N0"	"N0"	0.00781	16
"E"						"N1"	"N1"	"N2"	"N1"	0.0083	17
"E"			"N2"			"N1"	"N0"	"N2"	"N2"	0.00879	18
"E"						"N1"	"N1"	"N0"	"N0"	0.00879	18
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N0"	0.00928	19
"E"	"N0"			"N0"		"N1"	"N0"	"N1"	"N1"	0.00928	19
"E"			"N0"			"N1"	"N1"	"N2"	"N2"	0.00977	20
"E"	"N0"			"N0"		"N1"	"N0"	"N2"	"N1"	0.01025	21
"E"			"N2"			"N1"	"N1"	"N2"	"N2"	0.01025	21
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N1"	0.01074	22
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.01221	25
"E"	"N0"			"N0"		"N1"	"N0"	"N1"	"N0"	0.0127	26
"E"						"N1"	"N0"	"N1"	"N2"	0.0127	26
"E"	"N0"			"N0"		"N1"	"N1"	"N2"	"N2"	0.01367	28
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N0"	0.01465	30
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N1"	0.01465	30
"E"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N0"	0.01563	32
"E"	"N0"			"N0"		"N1"	"N0"	"N2"	"N2"	0.01611	33
"E"						"N1"	"N2"	"N2"	"N2"	0.01709	35
"E"			"N0"			"N1"	"N0"	"N0"	"N0"	0.021	43
"E"						"N1"	"N0"	"N2"	"N1"	0.02148	44
"E"	"N0"			"N0"		"N1"	"N0"	"N0"	"N0"	0.02783	57
"E"						"N1"	"N1"	"N1"	"N1"	0.02783	57
"E"						"N1"	"N0"	"N1"	"N0"	0.04053	83
"E"						"N1"	"N0"	"N1"	"N1"	0.05566	114
"E"						"N1"	"N1"	"N2"	"N2"	0.05664	116
"E"						"N1"	"N0"	"N2"	"N2"	0.05859	120
"E"						"N1"	"N0"	"N0"	"N0"	0.06885	141
"F"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N0"	"N2"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N0"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"	"N2"	"N1"	"N2"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"		"N0"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"		"N1"	"N0"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"		"N2"	"N0"	0.00024	1
"F"	"N0"	"N0"	"N0"	"N0"		"N1"		"N2"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N1"	"N0"	"N0"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"	"N2"	"N1"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"		"N0"	"N0"	0.00024	1
"F"	"N0"	"N0"	"N1"	"N0"		"N1"		"N2"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N0"	"N2"	0.00024	1
"F"	"N0"	"N0"	"N2"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N2"	"N0"		"N1"		"N1"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N2"	"N0"		"N1"		"N2"	"N1"	0.00024	1
"F"	"N0"	"N0"	"N2"	"N0"		"N1"		"N2"	"N2"	0.00024	1
"F"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N2"	0.00024	1
"F"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00024	1
"F"	"N0"	"N0"		"N0"		"N1"	"N2"	"N1"	"N0"	0.00024	1
"F"	"N0"	"N0"		"N0"		"N1"		"N0"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N0"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N0"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00024	1
"F"	"N0"	"N1"	"N0"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00024	1
"F"	"N0"	"N1"	"N0"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00024	1
"F"	"N0"	"N1"	"N0"	"N0"		"N1"		"N0"	"N0"	0.00024	1
"F"	"N0"	"N1"	"N1"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N1"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N1"	"N1"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N1"	"N0"		"N1"		"N2"	"N0"	0.00024	1
"F"	"N0"	"N1"	"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00024	1
"F"	"N0"	"N1"	"N2"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00024	1
"F"	"N0"	"N1"	"N2"	"N0"		"N1"	"N2"	"N0"	"N0"	0.00024	1
"F"	"N0"	"N1"	"N2"	"N0"		"N1"		"N1"	"N1"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"	"N1"	"N0"	"N0"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"		"N1"	"N1"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"		"N1"	"N2"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"		"N2"	"N0"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"		"N2"	"N2"	0.00024	1
"F"	"N0"	"N1"		"N0"		"N1"			"N2"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"	"N2"	"N0"	"N0"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"		"N1"	"N0"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"		"N2"	"N1"	0.00024	1
"F"	"N0"	"N2"	"N0"	"N0"		"N1"		"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N1"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N0"	"N2"	"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N2"	"N1"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00024	1
"F"	"N0"	"N2"	"N1"	"N0"		"N1"		"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"	"N2"	"N0"		"N1"		"N0"	"N0"	0.00024	1
"F"	"N0"	"N2"	"N2"	"N0"		"N1"		"N1"	"N0"	0.00024	1
"F"	"N0"	"N2"	"N2"	"N0"		"N1"		"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N2"	0.00024	1
"F"	"N0"	"N2"		"N0"		"N1"		"N1"	"N0"	0.00024	1
"F"	"N0"	"N2"		"N0"		"N1"		"N1"	"N1"	0.00024	1
"F"	"N0"	"N2"		"N0"		"N1"		"N2"	"N0"	0.00024	1
"F"	"N0"		"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00024	1
"F"	"N0"		"N0"	"N0"		"N1"	"N1"	"N1"	"N2"	0.00024	1
"F"	"N0"		"N0"	"N0"		"N1"		"N0"	"N1"	0.00024	1
"F"	"N0"		"N0"	"N0"		"N1"		"N2"	"N1"	0.00024	1
"F"	"N0"		"N1"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00024	1
"F"	"N0"		"N1"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N0"		"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00024	1
"F"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N2"	0.00024	1
"F"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00024	1
"F"	"N0"		"N2"	"N0"		"N1"		"N0"	"N1"	0.00024	1
"F"	"N0"		"N2"	"N0"		"N1"		"N2"	"N1"	0.00024	1
"F"	"N0"			"N0"		"N1"	"N0"	"N2"		0.00024	1
"F"	"N0"			"N0"		"N1"	"N1"	"N2"	"N0"	0.00024	1
"F"	"N0"			"N0"		"N1"	"N1"	"N2"		0.00024	1
"F"	"N0"			"N0"		"N1"	"N2"	"N1"	"N0"	0.00024	1
"F"	"N0"			"N0"		"N1"	"N2"	"N1"	"N2"	0.00024	1
"F"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.00024	1
"F"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N2"	"N2"	0.00024	1
"F"	"N1"	"N0"	"N0"	"N1"		"N1"		"N2"	"N0"	0.00024	1
"F"	"N1"	"N0"	"N1"	"N1"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N1"	"N0"	"N1"	"N1"		"N1"	"N0"	"N2"	"N2"	0.00024	1
"F"	"N1"	"N0"	"N1"	"N1"		"N1"	"N1"	"N1"	"N1"	0.00024	1
"F"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N1"	"N2"	0.00024	1
"F"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N1"	"N0"	"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00024	1
"F"	"N1"	"N0"	"N2"	"N1"		"N1"	"N2"	"N2"	"N1"	0.00024	1
"F"	"N1"	"N0"		"N1"		"N1"	"N0"	"N0"	"N0"	0.00024	1
"F"	"N1"	"N0"		"N1"		"N1"	"N0"	"N2"	"N0"	0.00024	1
"F"	"N1"	"N0"		"N1"		"N1"	"N0"	"N2"	"N2"	0.00024	1
"F"	"N1"	"N0"		"N1"		"N1"	"N1"	"N1"	"N1"	0.00024	1
"F"	"N1"	"N0"		"N1"		"N1"	"N2"	"N2"	"N2"	0.00024	1
"F"	"N1"	"N1"	"N1"	"N1"		"N1"	"N0"	"N1"	"N1"	0.00024	1
"F"	"N1"	"N1"	"N2"	"N1"		"N1"	"N0"	"N1"	"N0"	0.00024	1
"F"	"N1"	"N1"	"N2"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00024	1
"F"	"N1"	"N1"	"N2"	"N1"		"N1"	"N1"	"N2"	"N0"	0.00024	1
"F"	"N1"	"N1"	"N2"	"N1"		"N1"	"N2"	"N2"	"N2"	0.00024	1
"F"	"N1"	"N1"		"N1"		"N1"	"N0"	"N0"	"N0"	0.00024	1
"F"	"N1"	"N1"		"N1"		"N1"	"N0"	"N0"	"N1"	0.00024	1
"F"	"N1"	"N1"		"N1"		"N1"	"N0"	"N1"	"N1"	0.00024	1
"F"	"N1"	"N1"		"N1"		"N1"	"N1"	"N2"	"N1"	0.00024	1
"F"	"N1"	"N1"		"N1"		"N1"		"N2"	"N2"	0.00024	1
"F"	"N1"	"N2"	"N0"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00024	1
"F"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N0"	"N0"	0.00024	1
